"";"w";"p"
"4831";3;74
"4987";3;79
"155";4;74
"190";4;2
"231";4;43
"300";4;15
"515";4;50
"540";4;65
"610";4;94
"699";4;40
"761";4;11
"850";4;1
"956";4;3
"960";4;29
"1019";4;45
"1111";4;34
"1179";4;93
"1270";4;19
"1416";4;97
"1425";4;85
"1458";4;75
"1602";4;59
"1639";4;19
"1812";4;53
"1903";4;44
"2052";4;38
"2204";4;60
"2266";4;60
"2437";4;18
"2609";4;100
"2642";4;100
"2849";4;13
"3175";4;66
"3564";4;5
"3818";4;72
"3819";4;85
"3890";4;46
"3956";4;12
"4080";4;75
"4172";4;43
"4291";4;72
"4325";4;46
"4539";4;40
"4920";4;62
"105";5;90
"174";5;66
"202";5;74
"618";5;67
"681";5;45
"822";5;49
"881";5;59
"891";5;67
"935";5;20
"945";5;17
"962";5;95
"1055";5;36
"1157";5;91
"1165";5;40
"1215";5;51
"1316";5;40
"1443";5;65
"1461";5;66
"1491";5;76
"1699";5;54
"1929";5;98
"2163";5;34
"2186";5;10
"2203";5;39
"2293";5;31
"2398";5;99
"2425";5;11
"2534";5;39
"2608";5;30
"2657";5;92
"2711";5;18
"2831";5;51
"2846";5;56
"2862";5;59
"3046";5;3
"3339";5;77
"3440";5;45
"3490";5;55
"3629";5;64
"3704";5;100
"3766";5;53
"3800";5;9
"3811";5;100
"3831";5;35
"3998";5;95
"4036";5;93
"4081";5;9
"4106";5;86
"4333";5;51
"4450";5;28
"4695";5;14
"4742";5;10
"4755";5;49
"4825";5;88
"4881";5;49
"196";6;30
"262";6;41
"305";6;14
"535";6;92
"640";6;8
"781";6;88
"910";6;86
"914";6;33
"961";6;99
"985";6;100
"1063";6;29
"1160";6;74
"1166";6;65
"1177";6;12
"1243";6;93
"1269";6;65
"1369";6;68
"1465";6;28
"1654";6;14
"2011";6;19
"2149";6;52
"2152";6;55
"2192";6;2
"2215";6;90
"2332";6;16
"2333";6;100
"2377";6;43
"2465";6;88
"2496";6;44
"2592";6;42
"2668";6;57
"2752";6;1
"2903";6;26
"3061";6;65
"3300";6;99
"3463";6;4
"3470";6;11
"3501";6;91
"3575";6;39
"3634";6;18
"3801";6;78
"3871";6;70
"3939";6;54
"3945";6;13
"3981";6;98
"3996";6;65
"4229";6;40
"4596";6;54
"4623";6;31
"4660";6;12
"4762";6;41
"4769";6;37
"90";7;95
"94";7;66
"124";7;6
"193";7;61
"330";7;1
"416";7;53
"543";7;22
"548";7;38
"609";7;55
"711";7;55
"742";7;98
"784";7;71
"818";7;38
"852";7;79
"905";7;27
"999";7;66
"1054";7;12
"1079";7;96
"1162";7;54
"1200";7;93
"1363";7;59
"1387";7;61
"1480";7;46
"1492";7;64
"1536";7;72
"1572";7;86
"1705";7;34
"1935";7;57
"2020";7;14
"2040";7;70
"2212";7;3
"2230";7;20
"2272";7;63
"2457";7;4
"2854";7;76
"2918";7;16
"2947";7;4
"2948";7;57
"3003";7;90
"3084";7;9
"3356";7;2
"3519";7;21
"3593";7;6
"3614";7;2
"3854";7;89
"4090";7;67
"4199";7;41
"4205";7;18
"4250";7;58
"4297";7;53
"4388";7;31
"4454";7;25
"4582";7;18
"4636";7;35
"4846";7;68
"4857";7;16
"4893";7;88
"200";8;85
"233";8;74
"355";8;57
"571";8;76
"583";8;39
"766";8;70
"855";8;19
"890";8;89
"931";8;33
"1092";8;28
"1337";8;84
"1382";8;97
"1614";8;38
"1946";8;53
"1970";8;26
"2010";8;96
"2030";8;63
"2036";8;17
"2087";8;30
"2253";8;31
"2311";8;39
"2352";8;86
"2550";8;69
"2661";8;62
"2717";8;17
"2885";8;24
"2956";8;83
"3038";8;95
"3158";8;36
"3442";8;68
"3480";8;68
"3669";8;96
"3816";8;40
"3840";8;10
"3881";8;47
"3883";8;23
"3980";8;35
"4029";8;64
"4051";8;80
"4233";8;100
"4456";8;82
"4574";8;98
"4771";8;46
"4782";8;100
"4809";8;45
"170";9;77
"250";9;41
"495";9;97
"595";9;51
"633";9;50
"656";9;34
"750";9;88
"939";9;69
"1067";9;69
"1121";9;24
"1192";9;68
"1212";9;96
"1235";9;34
"1359";9;4
"1637";9;31
"1669";9;51
"1700";9;2
"2049";9;99
"2126";9;81
"2387";9;8
"2527";9;65
"2571";9;59
"2573";9;31
"2637";9;75
"2725";9;86
"2904";9;5
"2921";9;73
"2950";9;92
"3245";9;22
"3462";9;56
"3515";9;47
"3583";9;67
"4423";9;99
"4545";9;65
"4579";9;15
"4840";9;21
"4860";9;78
"45";10;89
"125";10;2
"254";10;99
"400";10;29
"427";10;90
"536";10;51
"547";10;89
"649";10;37
"851";10;88
"1128";10;32
"1198";10;40
"1271";10;92
"1301";10;77
"1376";10;79
"1478";10;9
"1569";10;65
"1732";10;26
"1756";10;76
"1782";10;39
"1838";10;95
"1839";10;46
"1913";10;42
"2072";10;70
"2256";10;80
"2345";10;13
"2356";10;71
"2472";10;63
"2757";10;96
"2889";10;43
"2937";10;47
"3017";10;91
"3166";10;57
"3174";10;93
"3234";10;87
"3316";10;68
"3548";10;91
"3572";10;4
"3823";10;37
"3875";10;73
"4223";10;9
"4263";10;93
"4284";10;99
"4389";10;92
"4402";10;29
"4485";10;93
"4544";10;100
"4896";10;86
"4959";10;29
"4977";10;85
"30";11;17
"195";11;75
"199";11;55
"383";11;81
"398";11;33
"719";11;88
"1001";11;20
"1116";11;32
"1259";11;6
"1353";11;15
"1457";11;59
"1477";11;11
"1861";11;75
"1921";11;95
"1963";11;89
"1987";11;69
"2101";11;44
"2130";11;66
"2131";11;57
"2261";11;36
"2319";11;59
"2445";11;26
"2537";11;18
"2736";11;57
"3075";11;24
"3077";11;81
"3155";11;51
"3327";11;66
"3487";11;81
"3590";11;55
"3610";11;41
"3622";11;28
"4040";11;76
"4096";11;74
"4259";11;18
"4285";11;55
"4326";11;66
"4351";11;97
"4537";11;97
"4756";11;69
"131";12;24
"149";12;24
"245";12;93
"259";12;40
"372";12;30
"739";12;79
"893";12;96
"992";12;46
"1072";12;75
"1173";12;95
"1175";12;4
"1244";12;34
"1396";12;10
"1548";12;26
"1719";12;12
"1818";12;93
"2054";12;24
"2107";12;72
"2289";12;5
"2421";12;1
"2482";12;46
"2539";12;3
"2599";12;10
"2639";12;36
"2803";12;19
"2832";12;60
"2868";12;52
"2871";12;83
"2999";12;52
"3013";12;98
"3131";12;38
"3375";12;9
"3433";12;42
"3512";12;9
"3518";12;76
"3653";12;37
"3702";12;59
"3720";12;51
"4007";12;53
"4009";12;63
"4028";12;38
"4166";12;25
"4327";12;56
"4477";12;83
"4483";12;54
"4510";12;12
"4558";12;55
"4819";12;58
"4926";12;83
"4955";12;19
"138";13;54
"153";13;69
"206";13;10
"223";13;1
"230";13;53
"234";13;11
"338";13;88
"380";13;67
"758";13;34
"834";13;54
"987";13;85
"1009";13;16
"1102";13;48
"1169";13;67
"1284";13;78
"1479";13;20
"1508";13;100
"1520";13;18
"1652";13;9
"1767";13;56
"1867";13;94
"1876";13;35
"2121";13;99
"2147";13;83
"2201";13;83
"2236";13;8
"2349";13;31
"2431";13;85
"2500";13;10
"2566";13;34
"2587";13;24
"2835";13;64
"2843";13;95
"3104";13;62
"3121";13;45
"3125";13;12
"3157";13;90
"3255";13;72
"3273";13;4
"3290";13;95
"3502";13;64
"3635";13;87
"3657";13;59
"3782";13;63
"3971";13;10
"4064";13;93
"4135";13;50
"4139";13;36
"4541";13;86
"4711";13;79
"4781";13;13
"4965";13;33
"4973";13;45
"122";14;8
"141";14;11
"179";14;64
"221";14;91
"295";14;21
"299";14;3
"344";14;84
"402";14;51
"477";14;65
"685";14;34
"876";14;27
"1022";14;10
"1048";14;98
"1076";14;46
"1115";14;2
"1249";14;16
"1361";14;66
"1487";14;3
"1504";14;30
"1706";14;72
"1912";14;97
"1969";14;35
"1976";14;42
"2242";14;3
"2343";14;74
"2361";14;56
"2422";14;88
"2474";14;6
"2714";14;13
"2872";14;39
"3071";14;56
"3162";14;93
"3167";14;33
"3304";14;33
"3417";14;40
"3478";14;13
"3486";14;62
"3582";14;69
"3697";14;78
"3959";14;46
"3963";14;28
"4059";14;6
"4125";14;59
"4146";14;62
"4240";14;47
"4338";14;63
"4350";14;17
"4367";14;68
"4370";14;26
"4432";14;70
"4641";14;92
"4788";14;86
"4885";14;62
"2";15;36
"82";15;55
"103";15;86
"157";15;42
"214";15;64
"342";15;73
"406";15;10
"509";15;27
"512";15;22
"665";15;15
"709";15;46
"926";15;18
"973";15;85
"978";15;50
"1138";15;90
"1170";15;76
"1331";15;1
"1446";15;56
"1571";15;45
"1658";15;11
"1692";15;89
"1701";15;54
"1793";15;64
"1866";15;5
"1932";15;43
"2025";15;36
"2033";15;33
"2536";15;79
"2593";15;96
"2605";15;65
"2641";15;9
"2681";15;23
"2709";15;45
"2931";15;7
"3008";15;26
"3303";15;79
"3337";15;60
"3511";15;75
"3639";15;97
"3685";15;94
"3768";15;78
"3845";15;54
"4177";15;44
"4216";15;17
"4301";15;60
"4481";15;84
"4530";15;34
"4657";15;59
"4832";15;84
"4870";15;58
"4905";15;12
"133";16;33
"219";16;47
"335";16;11
"520";16;93
"730";16;58
"786";16;94
"792";16;93
"904";16;9
"915";16;4
"957";16;98
"1066";16;54
"1131";16;78
"1210";16;83
"1227";16;41
"1335";16;34
"1499";16;37
"1764";16;53
"2044";16;56
"2225";16;88
"2277";16;74
"2325";16;52
"2366";16;96
"2563";16;93
"2667";16;25
"2750";16;45
"2930";16;2
"3223";16;88
"3224";16;47
"3373";16;9
"3469";16;86
"3616";16;32
"3623";16;10
"3785";16;23
"3910";16;85
"4111";16;60
"4238";16;5
"4270";16;44
"4292";16;15
"4299";16;65
"4415";16;38
"4476";16;17
"4563";16;30
"4583";16;96
"4589";16;15
"4612";16;17
"4722";16;74
"4777";16;4
"4844";16;15
"4863";16;64
"4912";16;60
"4941";16;2
"54";17;26
"70";17;15
"291";17;91
"445";17;79
"462";17;37
"567";17;5
"598";17;74
"769";17;93
"916";17;9
"990";17;5
"1029";17;99
"1158";17;67
"1238";17;98
"1451";17;69
"1668";17;23
"1671";17;22
"1795";17;80
"1852";17;35
"1915";17;11
"1959";17;51
"2092";17;84
"2335";17;40
"2364";17;29
"2408";17;4
"2434";17;85
"2452";17;3
"2547";17;29
"2695";17;92
"2829";17;95
"3021";17;72
"3054";17;67
"3087";17;23
"3107";17;18
"3161";17;47
"3219";17;16
"3317";17;44
"3401";17;89
"3723";17;59
"3788";17;38
"3896";17;44
"3978";17;15
"4027";17;39
"4168";17;81
"4249";17;63
"4272";17;85
"4627";17;41
"4642";17;4
"435";18;63
"438";18;2
"648";18;23
"718";18;26
"738";18;19
"753";18;12
"986";18;19
"1322";18;70
"1390";18;60
"1421";18;14
"1474";18;93
"1525";18;94
"1698";18;52
"1710";18;91
"1740";18;69
"1754";18;78
"2061";18;52
"2198";18;51
"2229";18;71
"2483";18;69
"2557";18;73
"2644";18;22
"2762";18;49
"2841";18;89
"2865";18;45
"2980";18;70
"2989";18;89
"3025";18;21
"3189";18;100
"3355";18;25
"3392";18;38
"3506";18;11
"3615";18;93
"3684";18;63
"3774";18;13
"4042";18;2
"4117";18;57
"4164";18;22
"4196";18;75
"4218";18;89
"4286";18;15
"4446";18;23
"4493";18;67
"4622";18;80
"4689";18;31
"4709";18;52
"4717";18;64
"4854";18;54
"4942";18;13
"36";19;19
"163";19;14
"194";19;5
"424";19;84
"443";19;16
"562";19;5
"673";19;15
"693";19;99
"707";19;62
"777";19;25
"1004";19;63
"1064";19;25
"1197";19;58
"1208";19;11
"1355";19;40
"1391";19;38
"1527";19;88
"1530";19;50
"1648";19;29
"1728";19;30
"1765";19;2
"1797";19;45
"1846";19;90
"2047";19;44
"2082";19;82
"2115";19;4
"2297";19;57
"2304";19;97
"2625";19;72
"2954";19;17
"3156";19;88
"3200";19;93
"3269";19;24
"3277";19;31
"3409";19;2
"3545";19;65
"3595";19;34
"3682";19;3
"3843";19;65
"3988";19;20
"4016";19;23
"4024";19;3
"4094";19;39
"4149";19;18
"4206";19;77
"4718";19;46
"4770";19;63
"4774";19;24
"5";20;27
"7";20;6
"165";20;35
"328";20;19
"343";20;2
"541";20;12
"936";20;36
"983";20;56
"1217";20;86
"1280";20;69
"1898";20;20
"1956";20;86
"1992";20;78
"2050";20;68
"2246";20;68
"2247";20;79
"2250";20;91
"2355";20;85
"2479";20;40
"2506";20;21
"2677";20;74
"2740";20;56
"2745";20;75
"2773";20;42
"2816";20;31
"2851";20;18
"2941";20;17
"3177";20;100
"3285";20;62
"3628";20;100
"3813";20;27
"3841";20;89
"3888";20;56
"3893";20;72
"3976";20;80
"4217";20;34
"4497";20;29
"4578";20;23
"4586";20;51
"4614";20;21
"4674";20;28
"4696";20;33
"4710";20;1
"4899";20;63
"4937";20;88
"4995";20;66
"183";21;98
"312";21;57
"431";21;14
"544";21;50
"678";21;5
"857";21;15
"860";21;98
"949";21;19
"965";21;67
"1153";21;58
"1171";21;35
"1559";21;41
"1620";21;68
"1721";21;66
"1775";21;59
"1810";21;30
"2042";21;45
"2051";21;57
"2076";21;4
"2105";21;46
"2135";21;80
"2610";21;20
"2782";21;60
"2991";21;81
"2995";21;5
"3005";21;9
"3092";21;79
"3105";21;80
"3178";21;15
"3325";21;42
"3333";21;1
"3439";21;79
"3542";21;52
"3577";21;38
"3740";21;10
"3787";21;79
"3789";21;78
"3821";21;78
"3942";21;69
"4118";21;73
"4159";21;34
"4215";21;29
"4580";21;43
"4690";21;49
"4866";21;7
"4948";21;48
"20";22;69
"96";22;9
"98";22;65
"180";22;8
"356";22;5
"379";22;94
"451";22;13
"499";22;37
"734";22;9
"752";22;40
"798";22;83
"848";22;37
"963";22;73
"967";22;70
"1024";22;3
"1052";22;48
"1236";22;64
"1380";22;42
"1404";22;36
"1473";22;73
"1482";22;26
"1493";22;95
"1507";22;76
"1543";22;43
"1570";22;27
"1799";22;79
"1905";22;34
"2027";22;61
"2043";22;14
"2057";22;78
"2129";22;70
"2145";22;35
"2177";22;70
"2216";22;17
"2271";22;57
"2328";22;83
"2456";22;21
"2470";22;65
"2502";22;23
"2559";22;41
"2614";22;10
"2706";22;8
"2796";22;11
"2852";22;51
"2965";22;72
"2974";22;99
"2987";22;33
"3018";22;47
"3248";22;25
"3314";22;37
"3419";22;45
"3446";22;14
"3494";22;59
"3528";22;14
"3714";22;98
"3786";22;31
"3880";22;28
"3970";22;57
"4054";22;95
"4281";22;41
"4345";22;75
"4348";22;75
"4496";22;34
"4609";22;37
"4626";22;52
"4729";22;55
"4765";22;48
"4801";22;19
"4816";22;12
"4919";22;99
"796";23;22
"813";23;95
"895";23;64
"959";23;18
"1109";23;48
"1156";23;95
"1180";23;17
"1343";23;73
"1463";23;27
"1597";23;49
"1742";23;63
"1757";23;55
"1816";23;100
"1883";23;22
"1886";23;23
"1901";23;84
"1967";23;56
"1971";23;18
"1990";23;79
"2139";23;12
"2331";23;49
"2529";23;52
"2540";23;61
"2598";23;6
"2611";23;16
"2618";23;86
"2742";23;56
"2861";23;58
"2898";23;65
"2992";23;63
"3043";23;36
"3141";23;41
"3206";23;36
"3252";23;8
"3353";23;84
"3563";23;49
"3574";23;45
"3601";23;48
"3644";23;35
"3797";23;41
"3799";23;64
"3894";23;38
"4030";23;23
"4176";23;96
"4305";23;40
"4491";23;40
"4516";23;78
"4546";23;74
"4712";23;86
"4820";23;63
"4986";23;60
"19";24;66
"24";24;12
"256";24;7
"272";24;42
"340";24;48
"353";24;94
"386";24;71
"455";24;58
"494";24;11
"526";24;56
"533";24;60
"593";24;22
"603";24;7
"770";24;16
"774";24;77
"861";24;72
"1008";24;65
"1108";24;70
"1372";24;26
"1432";24;9
"1456";24;71
"1573";24;20
"1894";24;27
"1948";24;93
"1953";24;82
"2075";24;12
"2150";24;86
"2520";24;7
"2778";24;5
"2819";24;54
"2830";24;1
"3423";24;1
"3529";24;89
"3711";24;92
"3735";24;44
"3839";24;14
"3860";24;52
"3935";24;93
"3999";24;39
"4057";24;88
"4058";24;92
"4124";24;52
"4153";24;93
"4225";24;75
"4255";24;29
"4269";24;14
"4309";24;12
"4312";24;48
"4566";24;31
"4681";24;56
"4867";24;37
"162";25;61
"182";25;88
"357";25;49
"478";25;2
"574";25;10
"597";25;38
"713";25;32
"867";25;84
"927";25;91
"1020";25;57
"1129";25;5
"1582";25;68
"1688";25;35
"1780";25;91
"1796";25;76
"1831";25;42
"1869";25;41
"2007";25;33
"2221";25;35
"2323";25;55
"2410";25;80
"2468";25;15
"2578";25;24
"2683";25;2
"2735";25;28
"2873";25;5
"3260";25;60
"3348";25;15
"3354";25;16
"3357";25;26
"3495";25;39
"3668";25;39
"3752";25;79
"3809";25;20
"4038";25;32
"4041";25;36
"4097";25;71
"4211";25;82
"4358";25;77
"4501";25;70
"4511";25;63
"4525";25;78
"4535";25;8
"4556";25;57
"4692";25;60
"4908";25;52
"4998";25;48
"109";26;37
"242";26;3
"273";26;68
"320";26;59
"570";26;100
"645";26;15
"676";26;40
"887";26;58
"1086";26;48
"1307";26;46
"1321";26;54
"1323";26;5
"1341";26;58
"1346";26;18
"1561";26;51
"1665";26;88
"1751";26;22
"1887";26;62
"1892";26;46
"2113";26;29
"2169";26;85
"2209";26;46
"2276";26;11
"2385";26;56
"2545";26;70
"2549";26;87
"2726";26;44
"2787";26;62
"2813";26;74
"2878";26;46
"2883";26;63
"3036";26;9
"3068";26;12
"3139";26;34
"3171";26;82
"3438";26;49
"3444";26;38
"3638";26;7
"3650";26;23
"3679";26;72
"3688";26;30
"3885";26;34
"3997";26;24
"4034";26;3
"4271";26;85
"4336";26;84
"4386";26;30
"4395";26;48
"4427";26;16
"4567";26;73
"4800";26;97
"4859";26;15
"4935";26;58
"3";27;34
"144";27;95
"373";27;82
"575";27;3
"710";27;41
"899";27;33
"1037";27;100
"1065";27;94
"1110";27;16
"1126";27;67
"1132";27;94
"1231";27;21
"1350";27;46
"1452";27;59
"1464";27;79
"1574";27;78
"1621";27;50
"1623";27;83
"1815";27;15
"2015";27;78
"2275";27;8
"2282";27;94
"2432";27;49
"2494";27;64
"2542";27;1
"2636";27;77
"2663";27;84
"2765";27;66
"2770";27;4
"2833";27;75
"2908";27;74
"2926";27;17
"2960";27;91
"3197";27;35
"3379";27;73
"3452";27;69
"3689";27;75
"3695";27;39
"3808";27;78
"3901";27;34
"3922";27;22
"4053";27;64
"4084";27;23
"4103";27;94
"4202";27;40
"4273";27;2
"4407";27;90
"4469";27;81
"4505";27;37
"4649";27;62
"4686";27;21
"4735";27;32
"4798";27;99
"4892";27;36
"72";28;52
"297";28;24
"504";28;81
"568";28;74
"617";28;31
"801";28;5
"844";28;100
"929";28;40
"944";28;77
"1050";28;52
"1069";28;93
"1167";28;11
"1295";28;86
"1418";28;30
"1429";28;72
"1510";28;30
"1515";28;64
"1547";28;77
"1723";28;71
"1949";28;45
"2081";28;19
"2119";28;96
"2196";28;72
"2231";28;13
"2240";28;47
"2372";28;27
"2380";28;46
"2597";28;6
"2810";28;81
"2935";28;17
"2966";28;48
"2990";28;61
"3118";28;46
"3198";28;24
"3390";28;84
"3391";28;96
"3491";28;100
"3683";28;71
"3855";28;58
"3909";28;96
"3955";28;86
"3967";28;68
"4062";28;13
"4095";28;20
"4141";28;58
"4154";28;52
"4302";28;93
"4419";28;21
"4453";28;45
"4534";28;91
"4775";28;71
"4843";28;46
"4877";28;6
"151";29;18
"246";29;24
"311";29;39
"348";29;73
"689";29;76
"940";29;42
"989";29;96
"1056";29;21
"1062";29;79
"1246";29;75
"1368";29;28
"1595";29;83
"1650";29;12
"1781";29;27
"1848";29;21
"1858";29;70
"1925";29;68
"2059";29;33
"2065";29;16
"2103";29;93
"2245";29;15
"2249";29;83
"2353";29;77
"2746";29;9
"2870";29;11
"2902";29;60
"2988";29;28
"3041";29;60
"3055";29;9
"3090";29;86
"3649";29;66
"3693";29;12
"3913";29;22
"4026";29;71
"4075";29;41
"4079";29;59
"4145";29;28
"4242";29;4
"4275";29;30
"4337";29;15
"4347";29;52
"4444";29;15
"4495";29;84
"4543";29;83
"4592";29;12
"4619";29;15
"4713";29;87
"4719";29;24
"4737";29;62
"10";30;96
"41";30;65
"89";30;100
"123";30;40
"128";30;20
"261";30;41
"326";30;65
"420";30;99
"485";30;99
"578";30;18
"623";30;50
"636";30;59
"759";30;98
"903";30;73
"937";30;80
"1283";30;9
"1294";30;73
"1519";30;47
"1725";30;65
"1844";30;72
"1865";30;47
"1895";30;84
"1957";30;82
"2300";30;8
"2324";30;12
"2376";30;94
"2678";30;56
"2710";30;70
"2733";30;54
"2776";30;35
"2961";30;13
"3286";30;56
"3294";30;76
"3341";30;65
"3400";30;41
"3434";30;43
"3570";30;86
"3603";30;98
"3736";30;97
"3745";30;28
"3805";30;83
"3848";30;79
"3870";30;7
"3873";30;1
"4353";30;55
"4354";30;8
"4551";30;75
"4705";30;32
"4835";30;79
"4871";30;87
"4972";30;38
"9";31;1
"145";31;35
"486";31;47
"554";31;71
"606";31;38
"729";31;53
"911";31;65
"1097";31;90
"1305";31;35
"1494";31;2
"1726";31;66
"1747";31;57
"1996";31;65
"2321";31;73
"2418";31;59
"2427";31;5
"2444";31;90
"2458";31;56
"2510";31;48
"2739";31;60
"2858";31;79
"2967";31;65
"3098";31;33
"3142";31;56
"3363";31;34
"3429";31;61
"3571";31;22
"3716";31;83
"3964";31;92
"4001";31;91
"4037";31;39
"4086";31;32
"4087";31;51
"4104";31;91
"4222";31;28
"4311";31;95
"4486";31;73
"4569";31;71
"4624";31;31
"4629";31;9
"1";32;89
"15";32;94
"21";32;97
"176";32;95
"298";32;97
"301";32;88
"307";32;62
"556";32;44
"605";32;30
"607";32;1
"756";32;10
"969";32;73
"1035";32;74
"1147";32;46
"1182";32;4
"1289";32;64
"1338";32;47
"1358";32;24
"1651";32;65
"1672";32;42
"1941";32;96
"1998";32;79
"2063";32;32
"2094";32;86
"2138";32;57
"2218";32;42
"2492";32;32
"2541";32;49
"2576";32;61
"2584";32;36
"2680";32;19
"2949";32;77
"3012";32;31
"3160";32;50
"3541";32;21
"4006";32;17
"4056";32;36
"4085";32;53
"4110";32;8
"4114";32;15
"4295";32;79
"4441";32;27
"4449";32;5
"4560";32;40
"4561";32;87
"4618";32;4
"4651";32;69
"4665";32;31
"4727";32;30
"4888";32;94
"4890";32;17
"18";33;39
"37";33;71
"74";33;85
"95";33;51
"112";33;28
"336";33;2
"350";33;53
"464";33;32
"532";33;93
"662";33;48
"785";33;99
"837";33;37
"885";33;53
"997";33;44
"1000";33;47
"1114";33;74
"1240";33;10
"1349";33;79
"1423";33;84
"1434";33;30
"1436";33;89
"1475";33;99
"1690";33;35
"1827";33;36
"1834";33;33
"1997";33;43
"2403";33;93
"2454";33;12
"2461";33;75
"2629";33;38
"2749";33;61
"2812";33;23
"2917";33;85
"2923";33;18
"3060";33;79
"3164";33;3
"3250";33;26
"3281";33;10
"3331";33;70
"3742";33;30
"3850";33;100
"3932";33;5
"3943";33;28
"4101";33;50
"4266";33;66
"4280";33;9
"4303";33;26
"4317";33;35
"4332";33;100
"4390";33;30
"4406";33;1
"4410";33;86
"4517";33;35
"4528";33;9
"4585";33;22
"4792";33;53
"4839";33;1
"4984";33;72
"140";34;41
"161";34;67
"236";34;84
"337";34;54
"360";34;89
"492";34;52
"501";34;15
"626";34;62
"714";34;44
"858";34;84
"1099";34;63
"1229";34;18
"1375";34;24
"1430";34;29
"1447";34;20
"1537";34;61
"1586";34;89
"1772";34;97
"2206";34;47
"2222";34;99
"2373";34;39
"2703";34;39
"2780";34;83
"2847";34;67
"2874";34;5
"2938";34;84
"3210";34;83
"3319";34;83
"3328";34;82
"3342";34;45
"3413";34;95
"3427";34;58
"3482";34;50
"3781";34;59
"3961";34;98
"4411";34;73
"4468";34;80
"4568";34;86
"4600";34;40
"4858";34;21
"4945";34;22
"76";35;98
"150";35;40
"385";35;72
"441";35;29
"569";35;85
"576";35;90
"664";35;28
"811";35;18
"815";35;5
"1025";35;67
"1579";35;66
"1604";35;75
"1776";35;64
"1841";35;94
"2037";35;57
"2118";35;91
"2146";35;25
"2208";35;19
"2211";35;100
"2318";35;35
"2441";35;75
"2579";35;30
"2763";35;5
"2768";35;30
"2779";35;40
"2914";35;50
"2963";35;75
"3019";35;6
"3124";35;76
"3179";35;2
"3182";35;12
"3188";35;78
"3527";35;90
"3586";35;83
"3611";35;37
"3738";35;92
"3741";35;96
"3892";35;78
"3914";35;90
"3985";35;20
"4089";35;94
"4167";35;36
"4179";35;24
"4241";35;53
"4261";35;48
"4268";35;7
"4360";35;91
"4366";35;77
"4694";35;93
"4953";35;21
"75";36;44
"80";36;68
"187";36;14
"313";36;44
"430";36;32
"461";36;53
"470";36;45
"489";36;85
"493";36;71
"564";36;6
"686";36;86
"841";36;40
"942";36;65
"948";36;76
"1154";36;2
"1260";36;37
"1304";36;55
"1325";36;76
"1377";36;42
"1397";36;3
"1631";36;11
"1763";36;83
"1836";36;3
"1868";36;44
"1890";36;39
"1909";36;78
"2279";36;6
"2348";36;15
"2514";36;37
"2568";36;3
"2615";36;76
"2628";36;86
"2751";36;72
"2753";36;84
"2809";36;3
"2946";36;52
"3007";36;7
"3192";36;62
"3230";36;100
"3274";36;39
"3345";36;22
"3365";36;21
"3580";36;92
"3584";36;37
"3722";36;49
"3777";36;6
"3804";36;70
"3832";36;63
