"";"w";"p"
"4818";45;65
"1629";46;52
"2147";46;127
"2710";46;47
"2987";46;60
"4358";46;138
"444";47;132
"452";47;143
"389";48;15
"710";48;26
"1555";48;68
"1694";48;60
"3845";48;60
"3916";48;65
"4736";48;57
"748";49;85
"873";49;123
"1010";49;74
"4094";49;85
"1273";50;17
"1762";50;135
"3150";50;84
"3729";50;125
"4351";50;51
"2008";51;7
"3009";51;82
"3444";51;29
"4198";51;53
"4717";51;139
"337";52;32
"380";52;102
"915";52;108
"1281";52;80
"2127";52;114
"2688";52;17
"3574";52;99
"3968";52;79
"1583";53;60
"3055";53;130
"3481";53;34
"2140";54;129
"2385";54;25
"212";55;81
"344";55;49
"1233";55;8
"3229";55;71
"4870";55;41
"252";56;51
"1251";56;72
"1916";56;73
"3416";56;101
"3964";56;9
"4355";56;96
"4537";56;144
"279";57;122
"729";57;132
"835";57;63
"1175";57;142
"1750";57;60
"1942";57;122
"2120";57;2
"2504";57;24
"2945";57;7
"4191";57;52
"4496";57;93
"4789";57;96
"2523";58;19
"2728";58;105
"3227";58;128
"3697";58;114
"4360";58;16
"2088";59;28
"2185";59;67
"2345";59;87
"3755";59;114
"4087";59;107
"1639";60;160
"2209";60;150
"1042";61;84
"1925";61;67
"2731";61;84
"2894";61;161
"3613";61;27
"4062";61;124
"4182";61;66
"434";62;81
"1039";62;160
"1095";62;90
"2536";62;145
"3206";62;118
"3235";62;67
"3238";62;106
"4354";62;101
"2351";63;55
"3383";63;131
"3652";63;85
"3739";63;134
"2932";64;49
"3021";64;109
"4019";64;6
"4549";64;51
"395";65;25
"869";65;81
"880";65;61
"1676";65;106
"2168";65;150
"3357";65;34
"879";66;49
"2513";66;77
"2764";66;124
"2844";66;118
"953";67;139
"3317";67;49
"3501";67;15
"4014";67;68
"4126";67;93
"4590";67;70
"4741";67;24
"1578";68;38
"1798";68;82
"2144";68;118
"3124";68;116
"3990";68;72
"4127";68;7
"4242";68;96
"1026";69;94
"2527";69;7
"2553";69;87
"3270";69;102
"3440";69;145
"439";70;72
"2862";70;110
"705";71;171
"3373";71;75
"3510";71;66
"829";72;165
"1793";72;76
"3883";72;26
"2067";73;127
"2721";73;17
"2928";73;142
"3426";73;2
"3718";73;47
"4630";73;165
"315";74;153
"684";74;92
"1031";74;172
"1704";74;70
"4882";74;130
"2181";75;74
"2400";75;49
"2485";75;33
"3111";75;43
"3197";75;33
"4556";75;144
"534";76;8
"711";76;41
"1093";76;40
"1409";76;137
"1612";76;113
"2412";76;13
"4201";76;85
"4267";76;104
"700";77;157
"1194";77;47
"1547";77;60
"3807";77;7
"4381";77;67
"571";78;161
"1074";78;135
"2029";78;81
"2361";78;26
"3181";78;89
"3413";78;13
"1172";79;158
"2529";79;131
"2999";79;51
"3061";79;31
"3879";79;43
"4368";79;60
"148";80;163
"1396";80;38
"3412";80;78
"3476";80;52
"660";81;25
"2510";81;3
"4447";81;154
"965";82;50
"3391";82;38
"4506";82;38
"4746";82;56
"2097";83;41
"2239";83;136
"3054";83;11
"3502";83;38
"98";84;153
"135";84;34
"222";84;38
"1097";84;14
"1168";84;25
"1446";84;9
"1527";84;95
"3346";84;44
"3506";84;156
"3905";84;23
"177";85;151
"897";85;102
"1995";85;86
"2018";85;70
"3023";85;168
"4834";85;159
"1719";86;81
"2627";86;57
"3040";86;12
"4177";86;61
"4778";86;29
"857";87;158
"1988";87;138
"2370";87;33
"24";88;102
"493";88;31
"755";88;131
"1085";88;97
"3734";88;6
"4006";88;14
"4011";88;172
"4043";88;171
"4051";89;30
"309";90;148
"2984";90;143
"3164";90;143
"1123";91;110
"1936";91;112
"3057";91;73
"3381";91;3
"3836";91;132
"274";92;37
"466";92;33
"908";92;162
"2815";92;63
"2965";92;156
"3983";92;141
"4819";92;192
"166";93;174
"477";93;158
"2060";93;118
"2836";93;132
"3399";93;138
"4892";93;143
"1284";94;169
"2336";94;42
"2555";94;121
"2637";94;161
"2664";94;87
"3022";94;174
"202";95;68
"621";95;152
"1956";95;180
"2595";95;127
"2830";95;72
"3302";95;8
"3347";95;93
"3492";95;33
"4673";95;152
"1193";96;153
"1304";96;47
"2398";96;149
"2625";96;85
"4319";96;150
"4582";96;134
"957";97;105
"1125";97;100
"1151";97;179
"1568";97;83
"3584";97;130
"3758";97;116
"4026";97;62
"754";98;163
"1138";98;150
"1278";98;191
"1636";98;123
"1781";98;96
"3545";98;1
"4159";98;175
"4566";98;29
"208";99;104
"784";99;33
"3017";99;46
"3366";99;58
"4492";99;180
"2108";100;32
"4053";100;61
"4835";100;63
"163";101;167
"1141";101;29
"1569";101;137
"1917";101;58
"2976";101;6
"4633";101;121
"2079";102;151
"2199";102;126
"1548";103;160
"1554";103;86
"2261";103;89
"3118";103;36
"3756";103;128
"4654";103;67
"1386";104;89
"4830";104;189
"4484";105;186
"18";106;72
"229";106;36
"1122";106;197
"1758";106;102
"4013";106;125
"875";107;34
"1066";107;13
"3851";107;78
"4564";107;53
"237";108;118
"335";108;115
"1176";108;118
"1263";108;70
"1267";108;66
"1572";108;15
"2266";108;118
"2629";108;138
"3091";108;128
"3125";108;125
"3704";108;10
"538";109;45
"2255";109;21
"2588";109;170
"318";110;104
"501";110;100
"642";110;62
"1504";110;120
"1763";110;202
"2436";110;180
"4570";110;182
"4577";110;168
"4897";110;115
"4992";110;85
"599";111;200
"4653";111;150
"739";112;151
"1559";112;47
"3032";112;49
"4181";112;25
"475";113;123
"1320";113;31
"1321";113;132
"2694";113;88
"2755";113;169
"3090";113;40
"766";114;34
"1013";114;93
"1604";114;110
"3034";114;120
"3910";114;27
"4697";114;53
"1078";115;129
"1721";115;66
"3147";115;53
"4821";115;52
"377";116;179
"1240";116;157
"2517";116;40
"3776";116;79
"4780";116;194
"474";117;58
"2614";117;160
"3343";117;45
"3787";117;153
"3891";117;35
"3923";117;195
"4659";117;216
"4186";118;45
"1767";119;177
"490";120;218
"2462";120;164
"3678";120;114
"3989";120;139
"4238";120;89
"1538";121;73
"1693";121;116
"2184";121;123
"2297";121;51
"2546";121;84
"3070";121;43
"3605";121;36
"3679";121;125
"4598";121;61
"549";122;33
"759";122;172
"1825";122;29
"1950";122;73
"2158";122;38
"2720";122;168
"3886";122;49
"4009";122;138
"110";123;71
"269";123;138
"670";123;161
"1712";123;77
"584";124;197
"1106";124;199
"2027";124;219
"2562";124;170
"3740";124;117
"4175";124;30
"4309";124;146
"1087";125;211
"2046";125;215
"2166";125;160
"187";126;97
"324";126;50
"692";126;49
"1255";126;56
"1405";126;116
"2846";126;115
"3232";126;219
"3479";126;167
"4978";126;173
"4255";127;129
"254";128;204
"921";128;190
"1046";128;81
"2930";128;144
"4558";128;59
"104";129;170
"825";129;45
"2677";129;39
"2748";129;224
"3295";129;208
"4342";129;86
"821";130;77
"2640";130;42
"4271";130;215
"96";131;87
"261";131;130
"831";131;109
"1340";131;132
"2078";131;210
"2320";131;131
"2860";131;48
"4152";131;181
"70";132;229
"801";132;190
"3077";132;202
"3979";132;105
"4725";132;147
"4356";133;95
"491";134;155
"2457";134;226
"3791";134;75
"4690";134;65
"4862";134;82
"898";135;172
"1792";135;231
"446";136;52
"4742";136;136
"740";137;117
"3345";137;185
"3577";137;103
"3686";137;155
"565";138;64
"3014";138;75
"3309";138;149
"3408";138;113
"72";139;87
"307";139;215
"331";139;82
"4156";139;130
"638";140;138
"912";140;167
"942";140;70
"2431";140;90
"2730";140;214
"3255";140;227
"3322";140;230
"3781";140;66
"3934";140;93
"4135";140;206
"4616";140;116
"1705";141;86
"3454";141;107
"3961";141;134
"4369";141;226
"4871";141;163
"4997";141;91
"314";142;172
"340";142;168
"1381";142;112
"2870";142;238
"3012";142;179
"3435";142;57
"4044";142;110
"2062";143;241
"2505";143;108
"2899";143;202
"3325";143;94
"1323";144;182
"641";145;184
"987";145;117
"1035";145;147
"2113";145;46
"2244";145;74
"2933";145;45
"3117";145;55
"3438";145;160
"3897";145;160
"4310";145;134
"1690";146;153
"2584";146;149
"3685";146;230
"522";147;199
"593";147;173
"2163";147;59
"3342";147;234
"4454";147;64
"4485";147;48
"277";148;142
"4326";148;171
"4539";148;142
"4836";148;158
"478";149;209
"3344";149;129
"4769";149;126
"4910";149;59
"1626";150;179
"2055";150;91
"181";151;64
"188";151;121
"1695";151;147
"2154";151;236
"2391";151;87
"4898";151;144
"207";152;92
"1254";152;75
"1461";152;208
"1649";152;138
"3326";152;155
"4519";152;62
"484";153;211
"1642";153;195
"3162";153;95
"4520";153;79
"4626";153;154
"4921";153;193
"3062";154;116
"3511";154;240
"3701";154;207
"3751";154;193
"4605";154;235
"4643";154;116
"260";155;217
"1516";155;107
"2606";155;253
"2866";155;175
"3159";155;171
"3189";155;230
"3699";155;199
"3931";155;143
"4613";155;146
"636";156;134
"2426";156;85
"2803";156;164
"3526";156;226
"161";157;89
"3251";157;249
"3933";157;218
"4099";157;178
"4341";157;156
"36";158;73
"1737";158;128
"2049";158;226
"3820";158;126
"4740";158;162
"4996";158;197
"92";159;206
"1139";159;250
"3540";159;181
"4518";159;106
"1852";160;171
"1935";160;229
"3152";160;138
"3291";160;72
"4521";160;195
"4644";160;137
"322";161;153
"950";161;178
"1161";161;120
"1531";161;225
"2022";161;163
"2497";161;209
"3059";161;184
"3649";161;84
"3852";161;161
"4025";161;104
"893";162;119
"1614";162;144
"1914";162;226
"2491";162;111
"3064";162;254
"4536";162;111
"4734";162;169
"805";163;163
"811";163;137
"924";163;222
"1153";163;158
"1534";163;210
"230";164;256
"485";164;76
"525";164;189
"1037";164;215
"1875";164;215
"2621";164;160
"2703";164;74
"3145";164;257
"3946";164;194
"4628";164;184
"4949";164;152
"508";165;253
"1017";165;171
"1475";165;135
"3129";165;214
"3457";165;205
"4413";165;130
"4612";165;236
"1050";166;152
"2201";166;187
"2299";166;257
"2973";166;112
"4125";166;104
"1627";167;85
"1826";167;192
"2085";167;180
"2655";167;76
"3915";167;239
"3974";167;174
"717";168;247
"882";168;102
"1094";168;171
"1313";168;133
"1571";168;251
"1955";168;107
"3148";168;198
"3549";168;222
"3808";168;251
"3817";168;235
"428";169;249
"1437";169;168
"2195";169;120
"2452";169;149
"3998";169;169
"4262";169;70
"4329";169;199
"559";170;125
"767";170;204
"1352";170;173
"4151";170;249
"320";171;124
"546";171;96
"1294";171;239
"1881";171;88
"2906";171;170
"3643";171;267
"145";172;224
"496";172;223
"3203";172;156
"4563";172;212
"111";173;142
"2921";173;212
"3464";173;90
"4771";173;255
"4794";173;142
"1170";174;145
"1473";174;221
"1803";174;244
"2135";174;274
"2313";174;250
"4399";174;181
"79";175;235
"760";175;255
"2570";175;114
"4079";175;109
"129";176;142
"272";176;217
"2838";176;164
"3211";176;86
"4076";176;150
"4467";176;137
"4555";176;225
"1491";177;155
"4144";177;265
"4823";177;196
"418";178;128
"910";178;165
"1775";178;230
"2971";178;83
"3101";178;260
"3335";178;164
"3668";178;139
"4529";178;163
"38";179;271
"265";179;135
"1598";179;227
"2065";179;200
"2967";179;261
"4318";179;237
"4421";179;198
"1266";180;178
"2025";180;272
"2793";180;245
"3243";180;129
"3674";180;269
"4620";180;103
"407";181;111
"535";181;271
"1127";181;254
"2191";181;259
"2305";181;128
"4364";181;213
"4682";181;173
"1019";182;100
"1112";182;276
"1177";182;266
"1238";182;90
"2388";182;178
"3593";182;166
"3949";182;214
"4902";182;162
"624";183;155
"2653";183;267
"3870";183;240
"4225";183;215
"4905";183;155
"118";184;157
"542";184;87
"4534";184;153
"4719";184;96
"164";185;153
"654";185;113
"1821";185;91
"2279";185;278
"4621";185;204
"4970";185;279
"3372";186;97
"1424";187;285
"2155";187;193
"2668";187;269
"2674";187;221
"2746";187;183
"2758";187;278
"3332";187;269
"3631";187;150
"1072";188;155
"3909";188;261
"2919";189;235
"3082";189;240
"4236";189;163
"4436";189;227
"329";190;113
"3441";190;117
"3514";190;166
"4696";190;235
"2103";191;281
"2307";191;221
"3914";191;131
"4525";191;97
"4665";191;154
"838";192;234
"1773";192;258
"3099";192;137
"4157";192;192
"4377";192;137
"84";193;222
"415";193;232
"716";193;291
"1174";193;254
"1277";193;232
"1476";193;161
"1734";193;183
"2502";193;248
"2610";193;187
"3402";193;229
"3850";193;148
"3999";193;285
"4282";193;136
"777";194;169
"3112";194;121
"4647";194;257
"4680";194;263
"53";195;199
"528";195;191
"1659";195;127
"2310";195;292
"2395";195;191
"2704";195;192
"909";196;154
"1083";196;243
"1173";196;165
"1980";196;130
"2150";196;120
"2288";196;127
"4464";196;185
"4932";196;103
"215";197;110
"1432";197;254
"1807";197;258
"1818";197;178
"2514";197;195
"3011";197;231
"3257";197;144
"3580";197;123
"4391";197;167
"300";198;144
"1566";198;184
"1768";198;250
"2187";198;229
"2673";198;210
"2905";198;220
"3430";198;134
"4028";198;127
"218";199;290
"352";199;277
"948";199;196
"2381";199;119
"2548";199;134
"2645";199;145
"3581";199;162
"4086";199;233
"557";200;196
"876";200;254
"3508";200;208
"3705";200;141
"4344";200;167
"4735";200;173
"818";201;275
"1880";201;196
"2116";201;175
"2344";201;154
"2380";201;281
"4167";201;101
"4189";201;261
"4944";201;141
"83";202;182
"937";202;148
"1708";202;183
"3228";202;299
"657";203;258
"1136";203;269
"1272";203;281
"4493";203;269
"292";204;257
"864";204;138
"2264";204;285
"2561";204;127
"2814";204;106
"3519";204;143
"855";205;178
"996";205;239
"1009";205;191
"1542";205;298
"1724";205;269
"1905";206;125
"2343";206;213
"3664";206;222
"4839";206;123
"3698";207;162
"4594";207;150
"4615";207;222
"4784";207;276
"486";208;285
"966";208;241
"1252";208;159
"2337";208;254
"3696";208;192
"2465";209;280
"2861";209;109
"3503";209;297
"3757";209;110
"4146";209;200
"4532";209;225
"4845";209;298
"482";210;166
"495";210;120
"2002";210;274
"2233";210;144
"443";211;236
"461";211;155
"975";211;286
"2253";211;206
"4589";211;247
"553";212;133
"1582";212;128
"1983";212;152
"3086";212;284
"3312";212;259
"3538";212;113
"248";213;126
"1714";213;174
"2631";213;182
"3421";213;306
"3570";213;247
"281";214;127
"1196";214;231
"1975";214;136
"4389";214;138
"4651";214;189
"3614";215;155
"4193";215;241
"4596";215;169
"102";216;174
"900";216;135
"1886";216;258
"3599";216;156
"3827";216;250
"4507";216;153
"4989";216;292
"16";217;183
"121";217;262
"2515";217;237
"5000";217;229
"1644";219;245
"2032";219;195
"1631";220;299
"1795";220;235
"2262";220;281
"1084";221;174
"1164";221;186
"4098";221;306
"560";222;272
"951";222;196
"1244";222;142
"2447";222;291
"4727";222;138
"4844";222;239
"9";223;252
"578";223;257
"1298";223;155
"2618";223;265
"971";224;265
"1234";224;313
"1264";224;297
"1650";224;224
"1840";224;268
"2813";224;138
"3759";224;279
"3896";224;124
"4292";224;236
"4623";224;210
"4948";224;189
"737";225;139
"1045";225;171
"1638";225;216
"3259";225;245
"3844";225;148
"78";226;306
"628";226;297
"2501";226;208
"492";227;150
"827";227;281
"1499";227;268
"1994";227;212
"2275";227;304
"2356";227;241
"2582";227;290
"189";228;322
"442";228;278
"1156";228;198
"1681";228;266
"2474";228;301
"3154";228;220
"3252";228;318
"4419";228;216
"115";229;161
"2441";229;247
"2892";229;245
"3455";229;292
"128";230;157
"2126";230;311
"4231";230;244
"4322";230;327
"4783";230;152
"555";231;282
"1179";231;222
"3901";231;285
"4718";231;168
"4930";231;153
"611";232;151
"771";232;235
"2800";232;186
"3362";232;258
"4042";232;155
"4148";232;297
"1814";233;330
"2217";233;211
"2512";233;217
"3188";233;219
"3352";233;162
"4437";233;191
"4820";233;325
"1853";234;288
"2409";234;236
"3546";234;268
"3641";234;177
"804";235;323
"905";235;142
"1116";236;136
"1332";236;203
"3813";236;299
"3899";236;137
"4075";236;302
"2404";237;242
"2537";237;311
"2873";237;214
"4030";237;175
"4723";237;289
"662";238;196
"1663";238;239
"4024";238;249
"4371";238;218
"2868";239;215
"2897";239;330
"3778";239;270
"4219";239;143
"77";240;302
"80";240;235
"842";240;330
"2732";240;219
"3130";240;291
"4113";240;251
"4713";240;331
"459";241;268
"1390";241;207
"2519";241;226
"4361";241;165
"4412";241;176
"2458";242;328
"3529";242;296
"4975";242;228
"142";244;233
"2542";244;299
"1040";245;207
"2434";245;345
"2651";245;311
"4747";245;235
"4856";245;272
"1841";246;311
"2052";246;228
"2942";246;238
"3208";246;332
"4132";246;222
"4308";246;230
"489";247;322
"648";247;258
"1047";247;155
"1155";247;263
"3210";247;304
"316";248;205
"826";249;283
"1739";249;294
"2753";249;325
"3393";249;255
"4200";249;306
"4604";249;198
"4667";249;249
"4965";249;246
"651";250;173
"713";250;199
"830";250;332
"1012";250;249
"2214";250;190
"3104";250;209
"3617";250;298
"968";251;228
"977";251;279
"1498";251;210
"1965";251;271
"3954";251;202
"4798";251;292
"4961";251;180
"2077";252;279
"3244";252;288
"3936";252;207
"4064";252;280
"4117";252;352
"445";253;157
"1111";253;182
"2273";253;286
"2378";253;323
"2450";253;284
"3222";253;276
"3567";253;330
"3745";253;267
"4701";253;339
"89";254;279
"101";254;303
"1347";254;343
"2840";254;185
"2992";254;293
"3768";254;271
"4410";254;197
"4982";254;305
"171";255;244
"1433";255;265
"1613";255;219
"4016";255;235
"4265";255;282
"4453";255;259
"2028";256;201
"3772";256;175
"4715";256;294
"1220";257;277
"1788";257;321
"2901";257;241
"3507";257;347
"3575";257;289
"3694";257;264
"4403";257;313
"105";258;198
"404";258;314
"1182";258;234
"2134";258;265
"2364";258;277
"2751";258;175
"4285";258;178
"722";259;298
"934";259;294
"2362";259;194
"3300";259;356
"375";260;260
"856";260;329
"1202";260;168
"1643";260;284
"2124";260;172
"2809";260;238
"2822";260;263
"4692";260;300
"4767";260;254
"747";261;357
"2608";261;269
"964";263;234
"1565";263;336
"1861";263;241
"97";264;168
"3128";264;248
"4480";264;280
"75";265;210
"1483";265;171
"1622";265;289
"1662";265;174
"2045";265;275
"2855";265;257
"3878";265;168
"4253";265;320
"4335";265;250
"1413";266;360
"2768";266;194
"3143";266;273
"3371";266;191
"4165";266;346
"184";267;323
"794";267;333
"1456";267;313
"1495";267;319
"1526";267;293
"2162";267;197
"2766";267;193
"3793";267;219
"3943";267;218
"4418";267;215
"32";268;225
"792";268;270
"1457";268;217
"4174";268;345
"4632";268;237
"925";269;295
"2013";269;280
"4508";269;171
"1291";270;180
"1512";270;234
"1679";270;273
"2652";270;190
"3491";270;363
"4213";270;188
"3324";271;285
"3582";271;335
"4249";271;294
"4640";271;191
"1006";272;269
"3993";272;353
"60";273;354
"1529";273;266
"4280";273;273
"112";274;244
"132";274;364
"709";274;212
"1709";274;242
"1764";274;286
"3550";274;192
"64";275;228
"82";275;207
"995";275;244
"2301";275;213
"2663";275;340
"1641";276;183
"1878";276;233
"3427";276;255
"4020";276;293
"568";277;346
"848";277;253
"1344";277;367
"1621";277;291
"2420";277;185
"3024";277;334
"4754";277;268
"4758";277;263
"4887";277;228
"533";278;328
"1032";278;225
"1315";278;378
"1960";278;288
"4530";278;358
"1634";279;315
"1711";279;223
"1833";279;282
"2443";279;211
"3071";279;318
"3169";279;222
"3591";279;306
"4153";279;313
"4474";279;282
"247";280;305
"661";280;206
"1978";281;188
"2326";281;233
"4332";281;212
"2564";282;356
"3166";282;286
"3926";282;337
"3973";282;365
"4655";282;225
"1069";283;368
"2566";283;187
"3010";283;315
"1060";284;252
"4601";284;278
"1133";285;284
"2094";285;326
"2240";285;280
"2599";285;239
"2896";285;371
"2981";285;193
"227";286;352
"1445";286;302
"1576";286;364
"1620";286;235
"2243";286;327
"2325";286;192
"4029";286;210
"4635";286;336
"741";287;229
"1674";287;364
"4649";287;364
"928";288;346
"2141";288;291
"4414";288;286
"581";289;286
"2151";289;260
"3536";289;343
"4374";289;202
"1459";290;220
"3676";290;210
"3731";290;386
"1804";291;286
"3122";291;288
"887";292;355
"1428";292;331
"973";294;311
"1268";294;199
"1490";294;320
"2003";294;328
"2033";294;350
"3389";294;341
"3677";294;263
"3911";294;375
"4097";294;363
"4512";294;305
"432";295;317
"1478";295;227
"4235";295;309
"4854";295;217
"4935";295;359
"397";296;299
"1488";296;343
"2626";296;242
"2734";296;243
"2831";296;384
"4863";296;277
"4983";296;375
"1184";297;219
"1501";297;280
"2292";297;250
"2802";297;378
"591";298;202
"891";298;274
"2173";298;372
"2407";298;357
"3349";298;213
"750";299;388
"3816";299;272
"4886";299;287
"799";300;379
"952";300;226
"1197";300;254
"1867";300;362
"2425";300;248
"2966";300;376
"3889";300;328
"4118";300;228
"4444";300;357
"4925";300;212
"519";301;310
"667";301;273
"1397";301;222
"1442";301;286
"1664";301;339
"2648";301;297
"1061";302;266
"1144";302;301
"1774";302;210
"2352";302;260
"3410";302;274
"3646";302;213
"4095";302;377
"4813";302;288
"1900";303;228
"2841";303;383
"537";304;383
"1962";304;318
"2687";304;393
"3824";304;343
"210";305;240
"899";305;351
"1470";305;223
"1486";305;275
"3268";305;366
"3621";305;294
"577";306;259
"2797";306;397
"3218";306;374
"3330";306;377
"3864";306;300
"476";307;262
"870";307;254
"936";307;370
"2096";307;234
"2690";307;390
"3142";307;277
"3565";307;313
"2745";308;380
"3766";308;323
"4100";308;235
"3067";309;314
"312";310;289
"3963";310;289
"4230";310;287
"4976";310;337
"310";311;298
"1667";311;324
"1851";311;305
"2010";311;214
"2048";311;263
"4045";311;251
"4080";311;329
"1245";312;380
"1654";312;381
"3036";312;374
"3134";312;212
"3610";312;373
"3788";312;322
"4804";312;358
"938";313;242
"1479";313;311
"1522";313;230
"2334";313;218
"2657";313;322
"3648";313;321
"4312";313;400
"4491";313;365
"167";314;294
"736";314;328
"2082";314;253
"2998";314;403
"3216";314;413
"3356";314;278
"3988";314;252
"4058";314;239
"4779";314;360
"152";315;390
"960";315;234
"2468";315;387
"3254";315;382
"4204";315;336
"131";316;358
"800";317;305
"1081";317;314
"1358";317;293
"2499";317;369
"1356";318;273
"3358";318;243
"3612";318;365
"4370";318;387
"4732";318;320
"438";319;299
"772";319;389
"913";319;368
"1337";319;350
"1673";319;380
"1931";319;286
"2835";319;403
"2997";319;384
"3728";319;397
"3924";319;394
"4185";319;360
"574";320;340
"2990";320;297
"3639";320;373
"3784";320;324
"3893";320;261
"1838";321;370
"2089";321;239
"2683";321;363
"2776";321;421
"3637";321;232
"4544";321;250
"390";322;229
"473";322;367
"764";322;382
"2947";323;251
"4908";323;342
"244";324;269
"3419";324;271
"3832";324;376
"106";325;241
"1374";325;393
"1551";325;313
"1810";325;313
"4259";325;297
"552";326;237
"1247";326;240
"1513";326;422
"2177";326;359
"470";327;247
"3578";327;361
"4190";327;368
"4462";327;342
"844";328;325
"1574";328;338
"558";329;391
"4704";329;241
"1784";330;262
"2416";330;384
"3085";330;394
"978";331;402
"1327";331;414
"3028";331;247
"4170";331;283
"4281";331;360
"4411";331;390
"4502";331;393
"4889";331;271
"3170";332;345
"3898";332;328
"4702";332;364
"1098";333;424
"2817";333;274
"2951";333;329
"3167";333;335
"4974";333;275
"1188";334;252
"3579";335;432
"4878";335;429
"173";336;308
"2799";336;289
"4054";336;426
"712";337;359
"1906";337;371
"1923";337;387
"2137";337;349
"4691";337;406
"422";338;356
"2913";338;378
"3139";338;391
"4034";338;417
"4207";338;378
"4250";338;347
"2118";339;326
"3494";339;425
"4257";339;316
"4443";339;323
"4985";339;327
"140";340;240
"606";340;323
"1887";340;276
"2129";340;356
"2509";340;278
"3840";340;279
"820";341;399
"1223";341;336
"2098";341;329
"4300";341;241
"1371";342;331
"1532";342;262
"1731";342;438
"3209";342;300
"3451";342;365
"3849";342;292
"3991";342;306
"862";343;354
"2207";343;247
"2586";343;408
"4607";343;351
"29";344;284
"675";344;329
"785";344;391
"1048";344;367
"2577";344;395
"2865";344;395
"3504";344;295
"981";345;274
"2871";345;350
"4498";345;381
"298";346;288
"3214";346;386
"4750";346;435
"1119";347;259
"1351";347;405
"2091";347;416
"2785";347;415
"4516";347;399
"4622";347;408
"1847";348;369
"1908";348;362
"2528";348;427
"2914";348;265
"4092";348;289
"399";349;393
"460";349;398
"992";349;376
"2503";349;374
"2917";349;332
"3127";349;269
"3465";349;372
"4513";349;344
"1989";350;317
"2056";350;387
"3351";350;446
