"";"w";"p"
"547";479;424
"720";481;484
"245";483;508
"159";484;531
"675";484;481
"109";485;392
"978";485;404
"150";486;480
"842";486;454
"891";487;458
"546";489;456
"122";490;543
"205";490;436
"664";490;509
"912";492;487
"435";493;517
"461";496;518
"707";496;529
"975";496;536
"263";498;529
"651";498;520
"12";499;531
"239";500;516
"455";500;404
"158";501;540
"226";502;594
"378";502;405
"799";503;434
"95";505;524
"361";506;485
"386";507;478
"479";507;534
"136";508;518
"271";508;476
"762";513;455
"309";514;546
"983";514;561
"936";516;609
"921";517;543
"23";518;554
"100";518;481
"102";519;560
"113";521;602
"7";522;446
"492";525;454
"599";526;524
"851";527;436
"550";528;504
"852";529;548
"393";530;575
"732";530;595
"79";531;437
"615";531;482
"771";532;536
"76";533;508
"124";534;626
"631";534;616
"866";534;603
"823";537;530
"606";538;530
"475";540;547
"182";541;580
"401";543;594
"643";543;623
"497";544;565
"500";544;551
"718";547;495
"731";547;449
"872";547;625
"685";548;490
"456";549;592
"595";551;575
"28";553;555
"114";553;618
"120";553;640
"544";554;462
"529";555;493
"596";557;631
"987";560;541
"423";561;605
"442";561;570
"465";561;610
"808";562;483
"93";565;554
"116";565;510
"365";565;650
"716";565;517
"786";566;527
"898";566;622
"300";567;545
"103";568;533
"412";568;502
"157";569;652
"471";570;507
"557";572;573
"953";572;491
"173";573;479
"203";573;633
"527";573;491
"9";574;661
"176";574;552
"603";574;487
"648";575;673
"644";576;570
"115";577;533
"881";577;663
"530";578;615
"604";578;661
"65";579;656
"567";579;537
"845";582;516
"857";582;547
"90";583;558
"775";583;584
"395";584;514
"235";586;627
"869";586;564
"510";590;506
"699";590;661
"916";590;578
"32";592;572
"133";592;505
"970";592;582
"577";594;510
"850";594;615
"187";599;684
"236";600;665
"238";601;508
"439";602;594
"441";602;697
"60";603;682
"306";603;569
"938";604;622
"258";605;694
"758";605;607
"859";605;563
"379";607;520
"767";611;620
"438";614;539
"574";614;564
"410";617;529
"429";617;601
"770";619;519
"588";621;585
"561";622;705
"761";622;617
"884";622;625
"210";623;622
"996";623;663
"11";624;613
"340";625;667
"464";625;691
"307";626;710
"436";627;696
"222";628;687
"269";629;642
"997";629;588
"610";630;719
"171";631;616
"209";631;634
"224";631;563
"208";633;557
"667";634;541
"383";636;641
"629";636;724
"662";636;688
"800";636;578
"798";637;546
"694";640;687
"549";641;735
"607";641;673
"944";642;709
"88";643;693
"31";644;578
"752";644;556
"519";646;739
"747";646;729
"768";647;599
"474";649;636
"83";653;609
"448";655;582
"566";655;684
"691";656;690
"384";657;560
"19";661;761
"81";661;722
"415";661;579
"539";663;643
"776";666;644
"681";667;600
"69";669;756
"591";669;709
"119";670;619
"652";671;671
"62";672;609
"188";672;592
"551";673;690
"959";673;695
"698";674;683
"343";676;746
"223";680;609
"74";682;720
"123";682;754
"990";684;672
"183";687;663
"958";687;729
"739";689;753
"35";690;759
"952";690;709
"876";693;720
"432";695;714
"680";695;670
"790";695;657
"632";696;704
"268";697;758
"385";698;706
"575";698;797
"348";699;661
"454";699;767
"594";699;727
"37";702;729
"625";703;762
"445";704;645
"751";705;699
"968";705;637
"545";707;769
"564";707;668
"764";707;650
"899";708;717
"170";709;663
"922";709;775
"279";710;613
"421";711;683
"228";712;787
"229";712;803
"928";712;768
"390";713;773
"874";713;646
"882";713;761
"889";713;787
"994";713;776
"232";716;815
"864";716;651
"287";718;687
"323";718;667
"593";718;641
"695";718;744
"416";720;817
"297";721;818
"191";723;679
"613";725;738
"215";726;737
"879";726;730
"50";727;765
"485";727;736
"440";728;655
"346";729;772
"553";729;712
"585";729;774
"320";732;823
"907";732;733
"934";733;654
"506";738;752
"179";740;745
"371";740;728
"523";740;696
"647";740;642
"738";740;645
"27";741;669
"766";741;720
"112";742;759
"311";742;835
"149";743;674
"322";743;734
"293";745;813
"418";746;763
"904";746;774
"364";748;793
"152";749;790
"345";750;718
"406";750;731
"387";751;787
"71";752;806
"962";752;755
"846";753;759
"246";755;698
"335";755;838
"522";756;680
"278";757;853
"578";757;828
"616";759;683
"670";761;755
"724";763;694
"5";765;748
"582";765;775
"677";765;854
"148";767;693
"424";768;777
"985";768;710
"92";769;834
"602";770;781
"982";770;804
"86";772;708
"313";772;695
"849";772;837
"339";773;730
"576";773;747
"805";777;869
"856";777;848
"44";778;842
"579";778;828
"646";778;769
"289";779;779
"600";780;744
"18";781;747
"77";781;800
"489";781;734
"6";782;766
"413";785;799
"896";785;823
"367";786;821
"483";786;792
"661";787;807
"930";787;702
"734";791;704
"53";794;802
"356";794;751
"911";795;720
"650";797;826
"617";798;704
"42";799;839
"85";800;899
"397";800;799
"626";800;887
"284";801;900
"220";802;855
"931";803;738
"509";804;736
"521";806;905
"225";808;789
"597";808;723
"267";810;883
"231";811;723
"242";811;813
"556";811;835
"830";811;831
"255";813;912
"957";814;836
"295";815;833
"389";817;885
"154";818;747
"840";822;838
"542";823;744
"444";824;879
"721";825;801
"262";826;779
"247";827;766
"883";827;752
"482";828;803
"66";829;865
"905";830;808
"447";832;925
"446";833;808
"903";834;836
"230";837;754
"490";837;764
"735";837;908
"200";838;848
"914";838;746
"873";839;860
"467";843;925
"897";844;780
"26";847;826
"43";848;767
"484";848;853
"642";848;922
"618";849;871
"162";850;936
"392";851;836
"58";852;790
"858";852;784
"165";853;839
"419";854;939
"487";857;778
"730";859;929
"294";860;894
"727";860;823
"552";861;785
"64";863;812
"192";863;780
"48";864;956
"94";865;898
"713";865;816
"784";865;896
"370";870;852
"400";870;933
"816";870;862
"663";871;915
"525";873;841
"301";874;849
"459";874;906
"887";874;896
"736";875;777
"839";877;806
"24";878;802
"3";879;852
"125";879;913
"248";879;918
"514";880;962
"13";881;844
"63";881;804
"249";881;951
"538";881;833
"810";883;809
"357";886;850
"543";886;937
"563";886;858
"693";886;961
"796";889;826
"402";890;990
"836";891;860
"963";891;803
"4";893;897
"827";893;794
"832";893;945
"329";894;930
"403";896;863
"807";896;897
"175";897;875
"778";899;888
"822";899;833
"29";900;885
"995";900;926
"998";901;965
"741";903;858
"1000";904;845
"473";905;981
"960";906;986
"815";907;969
"302";908;994
"434";909;990
"942";909;996
"656";911;962
"201";912;928
"722";912;962
"634";913;970
"147";914;823
"233";914;975
"792";914;991
"452";918;886
"687";918;928
"689";918;981
"502";919;958
"513";920;968
"536";920;852
"611";923;1008
"645";923;852
"862";924;883
"517";925;896
"193";926;964
"507";926;873
"108";927;1016
"139";927;880
"559";927;849
"477";928;831
"684";928;831
"531";929;871
"110";930;832
"609";931;954
"726";931;1017
"537";932;893
"829";936;870
"332";938;971
"535";939;954
"372";940;975
"342";941;999
"398";945;892
"682";945;989
"935";946;1026
"480";947;972
"725";947;889
"570";949;967
"586";949;978
"330";951;868
"834";951;874
"988";951;1041
"99";952;933
"608";952;1013
"211";953;861
"714";953;857
"801";953;964
"621";954;1028
"127";955;984
"131";955;862
"137";958;1058
"495";959;869
"565";959;926
"630";959;919
"653";960;995
"679";960;897
"167";961;919
"317";961;1044
"787";961;964
"180";963;935
"948";966;938
"72";967;980
"315";967;1052
"633";968;925
"308";969;1008
"568";969;894
"291";971;1015
"863";971;892
"373";972;986
"894";972;902
"146";973;999
"118";975;905
"518";975;925
"817";976;881
"244";977;889
"941";977;913
"973";977;967
"659";978;937
"299";979;1038
"457";979;1004
"880";979;975
"690";980;895
"820";981;1011
"534";982;901
"414";983;883
"688";985;968
"592";986;953
"276";987;1043
"763";987;892
"164";988;970
"363";988;1057
"469";990;983
"788";990;919
"207";991;913
"433";992;935
"472";992;970
"354";995;1005
"265";996;1011
"82";997;963
"252";999;938
"408";1000;995
