"";"w";"p"
"2938";8;30
"3035";8;30
"3121";8;11
"3224";8;23
"3421";8;69
"3553";8;26
"3616";8;11
"3700";8;8
"3737";8;18
"3920";8;88
"3970";8;69
"4105";8;100
"4156";8;45
"4234";8;3
"4400";8;15
"4454";8;34
"4604";8;41
"4709";8;74
"4850";8;21
"4906";8;3
"4995";8;64
"25";9;40
"40";9;38
"139";9;82
"179";9;60
"220";9;99
"316";9;40
"486";9;12
"672";9;37
"678";9;61
"753";9;38
"762";9;81
"827";9;108
"913";9;2
"924";9;94
"1275";9;43
"1384";9;36
"1434";9;62
"1541";9;66
"1600";9;9
"1613";9;47
"1818";9;74
"1843";9;6
"1906";9;25
"1917";9;90
"1930";9;66
"1941";9;57
"2136";9;19
"2159";9;35
"2165";9;12
"2229";9;25
"2245";9;101
"2372";9;36
"2542";9;9
"2653";9;82
"2760";9;18
"2780";9;55
"3164";9;72
"3491";9;6
"3567";9;15
"3969";9;58
"4006";9;38
"4007";9;32
"4102";9;102
"4367";9;11
"4395";9;57
"4452";9;25
"4517";9;19
"4879";9;67
"4933";9;58
"8";10;80
"123";10;25
"186";10;7
"209";10;85
"240";10;3
"319";10;53
"337";10;64
"526";10;56
"671";10;84
"707";10;62
"727";10;106
"898";10;57
"992";10;74
"1227";10;92
"1303";10;9
"1349";10;24
"1406";10;14
"1492";10;107
"1767";10;75
"1773";10;61
"1874";10;51
"2008";10;10
"2026";10;96
"2072";10;101
"2322";10;7
"2395";10;80
"2518";10;88
"2523";10;16
"2582";10;60
"2894";10;61
"3082";10;15
"3098";10;49
"3415";10;3
"3665";10;62
"3785";10;39
"3841";10;18
"3854";10;41
"3887";10;8
"3974";10;70
"3996";10;67
"4122";10;64
"4137";10;108
"4144";10;15
"4483";10;62
"4753";10;65
"4853";10;59
"4855";10;76
"4866";10;50
"4973";10;5
"288";11;67
"341";11;11
"515";11;68
"787";11;3
"843";11;19
"844";11;7
"899";11;14
"917";11;79
"1095";11;45
"1127";11;72
"1215";11;53
"1542";11;1
"1567";11;68
"1582";11;109
"1597";11;41
"1700";11;51
"1816";11;110
"2014";11;30
"2211";11;65
"2277";11;41
"2382";11;73
"2480";11;33
"2510";11;6
"2532";11;20
"2599";11;41
"2623";11;37
"3463";11;25
"3568";11;110
"3588";11;88
"3717";11;49
"3839";11;9
"3909";11;68
"4034";11;98
"4286";11;22
"4300";11;72
"4314";11;24
"4365";11;16
"4417";11;81
"4468";11;24
"4542";11;80
"4938";11;67
"109";12;64
"156";12;89
"315";12;81
"621";12;21
"624";12;60
"749";12;14
"847";12;24
"970";12;11
"1324";12;59
"1642";12;65
"1665";12;31
"1668";12;82
"1983";12;52
"2041";12;84
"2176";12;64
"2285";12;13
"2294";12;55
"2406";12;100
"2411";12;98
"2469";12;43
"2495";12;22
"2527";12;28
"2540";12;55
"2983";12;108
"2987";12;53
"3087";12;103
"3106";12;3
"3253";12;60
"3255";12;32
"3522";12;50
"3533";12;19
"3753";12;55
"3799";12;26
"3851";12;59
"4038";12;41
"4145";12;108
"4178";12;44
"4567";12;53
"4616";12;69
"4660";12;35
"4949";12;47
"165";13;26
"302";13;86
"305";13;39
"335";13;16
"371";13;6
"417";13;28
"542";13;43
"588";13;3
"653";13;20
"734";13;29
"814";13;21
"845";13;93
"873";13;21
"1062";13;89
"1076";13;95
"1103";13;101
"1674";13;97
"1994";13;16
"2146";13;20
"2148";13;52
"2201";13;62
"2287";13;7
"2288";13;48
"2707";13;43
"2714";13;66
"2793";13;27
"2922";13;2
"3025";13;97
"3327";13;86
"3413";13;63
"3511";13;87
"3544";13;34
"3566";13;103
"3690";13;91
"3960";13;94
"3997";13;35
"4130";13;22
"4228";13;99
"4281";13;43
"4311";13;38
"4494";13;56
"4629";13;46
"4695";13;27
"4705";13;12
"4712";13;50
"4768";13;67
"4982";13;78
"177";14;27
"194";14;72
"308";14;17
"354";14;26
"654";14;29
"1031";14;62
"1229";14;7
"1250";14;29
"1328";14;12
"1440";14;34
"1459";14;112
"1521";14;38
"1566";14;28
"1611";14;60
"1690";14;58
"1828";14;86
"1915";14;1
"2399";14;39
"2403";14;35
"2463";14;95
"2466";14;2
"2481";14;110
"2600";14;101
"2616";14;92
"2657";14;17
"2680";14;4
"2695";14;25
"2758";14;103
"2774";14;4
"2808";14;64
"2810";14;83
"2956";14;10
"3103";14;5
"3166";14;20
"3381";14;35
"3476";14;107
"3481";14;58
"3633";14;18
"3644";14;14
"3688";14;43
"3765";14;91
"3789";14;39
"3834";14;109
"4014";14;90
"4112";14;14
"4119";14;49
"4241";14;57
"4312";14;3
"4376";14;27
"4393";14;111
"4703";14;12
"4745";14;45
"4761";14;27
"4792";14;53
"4947";14;12
"59";15;114
"149";15;37
"453";15;70
"517";15;26
"764";15;106
"903";15;83
"925";15;69
"1003";15;4
"1211";15;80
"1305";15;12
"1447";15;23
"1849";15;85
"2028";15;85
"2302";15;28
"2332";15;70
"2498";15;35
"2503";15;94
"2681";15;11
"2795";15;9
"2832";15;44
"2941";15;110
"2948";15;22
"2950";15;13
"2984";15;8
"3248";15;53
"3261";15;7
"3286";15;86
"3338";15;88
"3549";15;2
"3809";15;42
"4129";15;76
"4188";15;64
"4253";15;60
"4338";15;53
"4353";15;9
"4491";15;75
"4550";15;8
"4651";15;13
"4661";15;81
"4676";15;20
"4697";15;76
"4813";15;64
"9";16;115
"45";16;1
"87";16;56
"129";16;72
"169";16;45
"221";16;50
"403";16;87
"520";16;102
"595";16;64
"634";16;28
"699";16;13
"920";16;38
"1027";16;18
"1089";16;37
"1173";16;41
"1254";16;64
"1482";16;8
"1507";16;16
"1538";16;15
"1563";16;9
"1746";16;49
"1768";16;6
"1771";16;29
"1772";16;82
"1944";16;23
"1948";16;15
"2164";16;34
"2467";16;46
"2717";16;28
"2887";16;30
"2964";16;75
"2980";16;16
"3156";16;47
"3212";16;65
"3237";16;35
"3244";16;10
"3282";16;32
"3317";16;87
"3325";16;115
"3330";16;15
"3414";16;27
"3593";16;108
"3594";16;115
"3689";16;89
"3800";16;26
"3947";16;20
"4136";16;82
"4213";16;1
"4424";16;40
"4505";16;42
"4582";16;16
"4726";16;12
"4771";16;68
"4937";16;25
"4953";16;25
"12";17;49
"27";17;114
"108";17;96
"137";17;12
"241";17;87
"289";17;96
"458";17;33
"902";17;48
"1462";17;19
"1520";17;31
"1560";17;34
"1759";17;98
"1812";17;82
"1972";17;4
"1988";17;78
"2143";17;3
"2278";17;88
"2437";17;22
"2605";17;33
"2683";17;36
"2856";17;2
"2997";17;70
"3191";17;44
"3309";17;92
"3441";17;1
"3671";17;5
"3877";17;10
"4179";17;21
"4265";17;20
"4339";17;100
"4343";17;2
"4385";17;51
"4477";17;25
"4711";17;10
"4840";17;10
"4987";17;69
"121";18;107
"297";18;12
"411";18;44
"495";18;21
"502";18;110
"822";18;22
"1083";18;20
"1090";18;35
"1094";18;38
"1153";18;66
"1221";18;10
"1464";18;117
"1755";18;59
"1775";18;67
"1799";18;4
"1876";18;47
"2131";18;12
"2142";18;2
"2210";18;59
"2281";18;2
"2297";18;37
"2522";18;79
"2607";18;26
"2660";18;15
"2666";18;83
"2777";18;22
"2872";18;4
"3040";18;32
"3118";18;14
"3264";18;46
"3353";18;3
"3359";18;112
"3554";18;74
"3565";18;53
"3584";18;1
"3618";18;90
"3679";18;5
"3740";18;87
"3747";18;19
"3824";18;27
"3858";18;90
"3867";18;107
"3888";18;28
"4152";18;14
"4268";18;58
"4425";18;53
"4429";18;20
"4438";18;59
"4553";18;105
"4639";18;86
"4652";18;43
"4653";18;40
"78";19;13
"138";19;113
"372";19;40
"470";19;45
"492";19;64
"539";19;57
"828";19;10
"931";19;14
"983";19;72
"1080";19;75
"1108";19;18
"1120";19;31
"1235";19;40
"1266";19;12
"1267";19;59
"1508";19;78
"1548";19;101
"1594";19;52
"1680";19;45
"1732";19;27
"2029";19;80
"2086";19;87
"2111";19;35
"2227";19;72
"2421";19;112
"2534";19;78
"2611";19;56
"2613";19;17
"2661";19;21
"2925";19;69
"3064";19;46
"3081";19;24
"3125";19;22
"3442";19;53
"3547";19;85
"3864";19;85
"3951";19;83
"4054";19;22
"4200";19;106
"4836";19;119
"127";20;11
"148";20;101
"178";20;86
"230";20;43
"246";20;20
"427";20;29
"446";20;83
"620";20;60
"633";20;5
"650";20;57
"806";20;101
"1009";20;26
"1073";20;3
"1214";20;31
"1455";20;10
"1685";20;75
"1695";20;27
"1800";20;40
"1814";20;21
"1875";20;58
"2356";20;107
"2828";20;37
"3069";20;43
"3183";20;106
"3184";20;22
"3552";20;32
"3572";20;87
"3624";20;40
"3735";20;82
"3903";20;61
"4222";20;60
"4349";20;89
"4496";20;53
"4637";20;7
"4915";20;91
"4940";20;57
"204";21;2
"395";21;74
"501";21;20
"522";21;49
"679";21;21
"813";21;41
"850";21;48
"878";21;33
"975";21;5
"1060";21;36
"1169";21;76
"1171";21;3
"1223";21;29
"1246";21;109
"1325";21;47
"1386";21;109
"1513";21;14
"1688";21;120
"1721";21;15
"1758";21;36
"1761";21;69
"1821";21;2
"1841";21;22
"1900";21;18
"2013";21;104
"2163";21;111
"2239";21;43
"2430";21;81
"2452";21;37
"2754";21;55
"3017";21;15
"3018";21;2
"3210";21;42
"3941";21;55
"4323";21;18
"4354";21;43
"4465";21;31
"4566";21;38
"4648";21;37
"4907";21;15
"4916";21;39
"82";22;13
"119";22;51
"181";22;27
"260";22;21
"419";22;77
"984";22;18
"1033";22;70
"1268";22;81
"1372";22;3
"1381";22;30
"1498";22;13
"1522";22;63
"1576";22;86
"1693";22;43
"1744";22;14
"1748";22;39
"1964";22;72
"1986";22;32
"2232";22;47
"2358";22;53
"2359";22;67
"2703";22;55
"2870";22;31
"3136";22;7
"3214";22;113
"3318";22;30
"3337";22;26
"3394";22;96
"3448";22;19
"3527";22;10
"3601";22;89
"3725";22;1
"3734";22;7
"3873";22;35
"3921";22;14
"4109";22;23
"4217";22;56
"4321";22;35
"4374";22;58
"4482";22;87
"4499";22;24
"4539";22;15
"4760";22;29
"4781";22;58
"4838";22;39
"4852";22;91
"4978";22;93
"214";23;112
"218";23;67
"265";23;24
"271";23;105
"365";23;55
"378";23;46
"409";23;17
"457";23;80
"475";23;96
"558";23;80
"608";23;71
"670";23;67
"725";23;70
"971";23;111
"1432";23;2
"1463";23;5
"1556";23;25
"1718";23;99
"1747";23;13
"1902";23;62
"2127";23;90
"2140";23;19
"2244";23;70
"2555";23;17
"2559";23;37
"2801";23;60
"2846";23;104
"2875";23;37
"2903";23;62
"3189";23;51
"3219";23;42
"3334";23;107
"3348";23;5
"3425";23;72
"3617";23;3
"3661";23;59
"3846";23;40
"3883";23;40
"3901";23;3
"3988";23;81
"4229";23;73
"4240";23;122
"4364";23;33
"4492";23;14
"4538";23;19
"4592";23;34
"4667";23;78
"4692";23;7
"4724";23;32
"4725";23;67
"4731";23;19
"4789";23;83
"4790";23;15
"4848";23;118
"4911";23;110
"4972";23;69
"4990";23;119
"164";24;44
"243";24;57
"370";24;71
"441";24;92
"565";24;124
"815";24;56
"1005";24;6
"1021";24;26
"1364";24;119
"1431";24;117
"1738";24;20
"1824";24;30
"2152";24;63
"2185";24;97
"2280";24;68
"2300";24;45
"2652";24;36
"2673";24;64
"2732";24;39
"2817";24;10
"3067";24;112
"3086";24;83
"3313";24;65
"3315";24;74
"3354";24;12
"3560";24;89
"3589";24;98
"3711";24;24
"3770";24;91
"3862";24;16
"4039";24;109
"4279";24;100
"4379";24;92
"4457";24;63
"4471";24;78
"4679";24;27
"4716";24;92
"4727";24;6
"4740";24;112
"4817";24;23
"55";25;67
"135";25;125
"266";25;5
"277";25;61
"361";25;48
"512";25;107
"604";25;25
"619";25;99
"731";25;21
"768";25;87
"934";25;5
"1000";25;83
"1028";25;13
"1070";25;22
"1355";25;70
"1365";25;117
"1591";25;120
"1639";25;100
"1648";25;42
"1733";25;55
"1978";25;1
"1991";25;5
"1996";25;9
"2003";25;4
"2058";25;73
"2124";25;43
"2139";25;28
"2220";25;17
"2405";25;84
"2416";25;5
"2429";25;9
"2512";25;18
"2617";25;38
"2656";25;26
"2764";25;31
"2787";25;119
"2874";25;12
"2904";25;91
"2982";25;30
"3088";25;52
"3204";25;125
"3314";25;40
"3578";25;66
"3585";25;47
"3723";25;4
"3749";25;121
"3881";25;44
"3896";25;44
"4085";25;40
"4413";25;90
"4547";25;64
"4556";25;38
"4750";25;96
"4864";25;21
"334";26;112
"356";26;25
"496";26;37
"500";26;83
"582";26;52
"607";26;10
"864";26;36
"990";26;45
"1104";26;73
"1137";26;9
"1454";26;115
"1465";26;55
"1572";26;34
"1617";26;67
"1842";26;46
"1892";26;68
"1922";26;119
"2081";26;39
"2134";26;5
"2267";26;22
"2308";26;77
"2482";26;103
"2500";26;38
"2548";26;123
"2631";26;46
"2645";26;62
"2697";26;20
"2771";26;123
"2826";26;77
"2827";26;112
"2857";26;77
"2901";26;11
"2915";26;61
"2936";26;69
"3089";26;68
"3113";26;18
"3148";26;30
"3458";26;10
"3667";26;56
"3699";26;39
"3848";26;31
"4083";26;66
"4391";26;100
"4504";26;8
"4621";26;37
"4707";26;48
"4876";26;55
"16";27;58
"227";27;49
"251";27;7
"353";27;32
"362";27;44
"410";27;16
"416";27;102
"418";27;2
"575";27;5
"587";27;27
"590";27;89
"659";27;22
"823";27;74
"877";27;5
"927";27;31
"1172";27;14
"1203";27;18
"1218";27;51
"1314";27;85
"1383";27;78
"1395";27;46
"1494";27;91
"1505";27;19
"1637";27;37
"1640";27;56
"2037";27;20
"2301";27;88
"2529";27;109
"2677";27;24
"2897";27;31
"2960";27;22
"3004";27;119
"3019";27;43
"3048";27;29
"3055";27;4
"3077";27;22
"3222";27;74
"3326";27;48
"3471";27;38
"3514";27;106
"3782";27;47
"3810";27;59
"3879";27;99
"4088";27;70
"4232";27;51
"4244";27;36
"4264";27;69
"4458";27;22
"4484";27;118
"4654";27;25
"4671";27;104
"4683";27;5
"4698";27;45
"4871";27;84
"83";28;76
"133";28;14
"160";28;127
"187";28;119
"301";28;43
"401";28;43
"681";28;58
"724";28;17
"857";28;5
"867";28;38
"969";28;60
"996";28;55
"1149";28;82
"1174";28;78
"1213";28;16
"1238";28;66
"1260";28;45
"1280";28;70
"1332";28;27
"1537";28;29
"1565";28;112
"1629";28;28
"1714";28;18
"1820";28;118
"1870";28;56
"1894";28;43
"2061";28;73
"2184";28;3
"2284";28;75
"2323";28;55
"2491";28;36
"2511";28;80
"2563";28;113
"2604";28;13
"2642";28;14
"2885";28;95
"2966";28;49
"3036";28;66
"3126";28;48
"3179";28;98
"3320";28;89
"3738";28;80
"3744";28;125
"3817";28;116
"3931";28;84
"4079";28;95
"4143";28;85
"4340";28;15
"4348";28;83
"4406";28;66
"4497";28;72
"4620";28;58
"4638";28;25
"4696";28;30
"4896";28;124
"4931";28;63
"51";29;48
"147";29;45
"252";29;48
"345";29;9
"379";29;59
"494";29;84
"578";29;53
"612";29;97
"649";29;110
"818";29;17
"1053";29;106
"1079";29;31
"1123";29;15
"1150";29;82
"1163";29;20
"1255";29;120
"1417";29;73
"1422";29;48
"1436";29;18
"1501";29;14
"1534";29;43
"1643";29;128
"1743";29;2
"1829";29;70
"2169";29;32
"2257";29;29
"2342";29;95
"2368";29;102
"2420";29;11
"2460";29;125
"2465";29;125
"2547";29;69
"2694";29;38
"2708";29;42
"2878";29;78
"3230";29;42
"3290";29;32
"3632";29;20
"3663";29;120
"3815";29;72
"3884";29;61
"3985";29;32
"4231";29;87
"4262";29;85
"4296";29;52
"4398";29;4
"4427";29;26
"4815";29;76
"41";30;129
"57";30;25
"285";30;25
"306";30;25
"413";30;41
"544";30;72
"549";30;1
"606";30;65
"685";30;27
"808";30;59
"865";30;43
"1010";30;35
"1109";30;84
"1236";30;93
"1283";30;26
"1342";30;43
"1382";30;22
"1527";30;31
"2108";30;63
"2228";30;48
"2295";30;18
"2352";30;10
"2380";30;103
"2436";30;87
"2536";30;48
"2659";30;48
"2724";30;118
"2893";30;33
"3127";30;69
"3132";30;44
"3231";30;26
"3265";30;113
"3370";30;37
"3399";30;9
"3637";30;52
"3766";30;1
"3781";30;48
"3811";30;73
"3954";30;54
"4000";30;49
"4023";30;101
"4157";30;72
"4236";30;46
"4342";30;22
"4397";30;9
"4576";30;11
"4763";30;57
"4765";30;41
"28";31;30
"48";31;62
"217";31;88
"219";31;2
"259";31;80
"322";31;86
"396";31;91
"529";31;131
"656";31;78
"1063";31;51
"1256";31;72
"1363";31;52
"1654";31;92
"1715";31;105
"1850";31;129
"1872";31;37
"1877";31;37
"1962";31;10
"2017";31;72
"2177";31;85
"2571";31;69
"2718";31;43
"2891";31;76
"2962";31;93
"3111";31;51
"3122";31;27
"3218";31;87
"3351";31;114
"3432";31;27
"3590";31;7
"3805";31;24
"3928";31;9
"4290";31;77
"4502";31;11
"4529";31;33
"4662";31;64
"4737";31;82
"4775";31;3
"4793";31;43
"4845";31;78
"4849";31;100
"4957";31;30
"314";32;55
"448";32;78
"553";32;88
"570";32;16
"631";32;11
"677";32;28
"714";32;89
"728";32;19
"1037";32;38
"1100";32;97
"1212";32;76
"1319";32;17
"1352";32;33
"1481";32;66
"1509";32;15
"1512";32;125
"1595";32;37
"1596";32;90
"1620";32;16
"1869";32;40
"1926";32;112
"2078";32;63
"2099";32;109
"2276";32;64
"2441";32;93
"2492";32;5
"2566";32;127
"2577";32;48
"2733";32;42
"2812";32;36
"2831";32;33
"2851";32;28
"2926";32;83
"3116";32;65
"3154";32;128
"3199";32;8
"3289";32;42
"3599";32;117
"3933";32;29
"4111";32;111
"4171";32;117
"4219";32;52
"4719";32;48
"4728";32;113
"4842";32;86
"4901";32;121
"4917";32;110
"23";33;34
"34";33;99
"42";33;70
"85";33;34
"261";33;129
"513";33;63
"669";33;61
"824";33;42
"1427";33;30
"1460";33;68
"1468";33;13
"1609";33;29
"1804";33;108
"2024";33;1
"2112";33;55
"2213";33;36
"2217";33;37
"2339";33;22
"2344";33;33
"2362";33;41
"2451";33;133
"2552";33;19
"2676";33;41
"2858";33;32
"3128";33;61
"3158";33;69
"3211";33;83
"3346";33;84
"3412";33;33
"3438";33;81
"3500";33;127
"3792";33;130
"3795";33;43
"3835";33;110
"3965";33;30
"4060";33;132
"4148";33;85
"4158";33;2
"4184";33;108
"4208";33;61
"4418";33;86
"4897";33;72
"4924";33;108
"4950";33;36
"4958";33;11
"210";34;16
"292";34;16
"422";34;24
"751";34;66
"754";34;53
"812";34;34
"821";34;13
"889";34;25
"938";34;13
"951";34;24
"1041";34;10
"1128";34;47
"1157";34;18
"1271";34;12
"1712";34;27
"1726";34;94
"1729";34;67
"1858";34;39
"2071";34;22
"2079";34;17
"2085";34;44
"2120";34;15
"2313";34;79
"2387";34;13
"2438";34;49
"2570";34;89
"2686";34;88
"2789";34;70
"2935";34;122
"2953";34;99
"2979";34;41
"3021";34;48
"3056";34;74
"3149";34;18
"3501";34;62
"3577";34;116
"3605";34;35
"3629";34;53
"3693";34;39
"3707";34;58
"3754";34;106
"3784";34;42
"3937";34;54
"3944";34;22
"4026";34;19
"4086";34;35
"4101";34;44
"4169";34;53
"4170";34;23
"4513";34;75
"4581";34;40
"4701";34;108
"4758";34;59
"282";35;76
"535";35;46
"561";35;48
"652";35;104
"688";35;7
"730";35;105
"770";35;18
"775";35;69
"839";35;81
"1118";35;38
"1336";35;105
"1458";35;115
"1485";35;8
"1745";35;79
"1888";35;47
"1982";35;96
"2038";35;51
"2045";35;53
"2126";35;127
"2237";35;16
"2272";35;5
"2337";35;33
"2338";35;8
"2447";35;12
"2450";35;134
"2501";35;25
"2629";35;11
"2895";35;114
"3016";35;107
"3023";35;58
"3181";35;129
"3188";35;122
"3273";35;43
"3474";35;31
"3507";35;96
"3875";35;8
"3918";35;102
"4032";35;9
"4065";35;49
"4203";35;34
"4352";35;62
"4428";35;15
"4460";35;90
"4516";35;63
"4519";35;63
"4600";35;31
"4646";35;4
"4689";35;135
"4732";35;67
"4774";35;77
"4943";35;9
"4963";35;2
"173";36;100
"199";36;15
"352";36;56
"430";36;80
"811";36;80
"820";36;24
"872";36;42
"910";36;119
"943";36;4
"1001";36;11
"1011";36;53
"1045";36;33
"1323";36;99
"1475";36;53
"1711";36;5
"1717";36;89
"1735";36;63
"1787";36;55
"1802";36;66
"1925";36;42
"1935";36;108
"1951";36;125
"1969";36;129
"2076";36;77
"2170";36;66
"2193";36;76
"2235";36;11
"2274";36;44
"2360";36;74
"2425";36;39
"2624";36;60
"2625";36;96
"2772";36;26
"2790";36;34
"2908";36;125
"2945";36;32
"3147";36;5
"3202";36;21
"3308";36;87
"3437";36;41
"3581";36;59
"3649";36;93
"3771";36;38
"3932";36;46
"4172";36;56
"4288";36;57
"4435";36;73
"4469";36;68
"4537";36;71
"4713";36;44
"4777";36;63
"4835";36;96
"4954";36;67
"4961";36;98
"203";37;15
"311";37;35
"380";37;37
"603";37;17
"617";37;59
"692";37;115
"722";37;117
"1039";37;45
"1178";37;128
"1335";37;37
"1338";37;17
"1351";37;15
"1457";37;123
"1627";37;128
"1645";37;100
"1676";37;60
"1871";37;67
"1910";37;72
"2090";37;17
"2105";37;3
"2225";37;102
"2298";37;118
"2388";37;121
"2455";37;61
"2489";37;27
"2526";37;68
"2596";37;10
"2698";37;67
"2702";37;109
"2737";37;108
"2806";37;4
"2850";37;49
"2853";37;96
"3050";37;30
"3057";37;65
"3061";37;43
"3139";37;20
"3173";37;29
"3283";37;97
"3288";37;101
"3345";37;12
"3426";37;17
"3495";37;51
"3521";37;134
"3608";37;93
"3825";37;58
"3847";37;26
"3999";37;9
"4016";37;38
"4077";37;6
"4116";37;16
"4302";37;125
"4415";37;85
"4565";37;53
